Code,Info,Hospital Outpatient Price
27385,"Suture of quadriceps or hamstring muscle rupture; primary (27385)
Suture of infrapatellar tendon; primary (27380)
Suture of quadriceps or hamstring muscle rupture; secondary reconstruction, including fascial or tendon graft (27386)
Suture of infrapatellar tendon; secondary reconstruction, including fascial or tendon graft (27381)","$1,484"
27386,"Suture of quadriceps or hamstring muscle rupture; secondary reconstruction, including fascial or tendon graft (27386)","$1,533"
27390,"Tenotomy, open, hamstring, knee to hip; single tendon (27390)",$706
27391,"Tenotomy, open, hamstring, knee to hip; multiple tendons, 1 leg (27391)",$731
27392,"Tenotomy, open, hamstring, knee to hip; multiple tendons, bilateral (27392)",$758
27393,Lengthening of hamstring tendon; single tendon (27393),$null
27394,"Lengthening of hamstring tendon; multiple tendons, 1 leg (27394)","$1,493"
27395,"Lengthening of hamstring tendon; multiple tendons, bilateral (27395)",$791
27396,"Transplant or transfer (with muscle redirection or rerouting), thigh (eg, extensor to flexor); single tendon (27396)","$1,486"
27397,"Transplant or transfer (with muscle redirection or rerouting), thigh (eg, extensor to flexor); multiple tendons (27397)","$1,544"
27400,"Transfer, tendon or muscle, hamstrings to femur (eg, egger's type procedure) (27400)","$1,501"
27403,"Arthrotomy with meniscus repair, knee (27403)","$1,491"
27405,"Repair, primary, torn ligament and/or capsule, knee; collateral (27405)","$1,497"
27407,No Information Found,"$1,521"
27409,"Repair, primary, torn ligament and/or capsule, knee; collateral and cruciate ligaments (27409)","$1,554"
27412,"Anterior tibial tubercleplasty (eg, maquet type procedure) (27418)
Osteochondral allograft, knee, open (27415)
Osteochondral autograft(s), knee, open (eg, mosaicplasty) (includes harvesting of autograft[s]) (27416)
Autologous chondrocyte implantation, knee (27412)","$1,687"
27415,"Osteochondral allograft, knee, open (27415)","$1,903"
27416,"Anterior tibial tubercleplasty (eg, maquet type procedure) (27418)
Osteochondral allograft, knee, open (27415)
Osteochondral autograft(s), knee, open (eg, mosaicplasty) (includes harvesting of autograft[s]) (27416)
Autologous chondrocyte implantation, knee (27412)","$1,557"
27418,"Anterior tibial tubercleplasty (eg, maquet type procedure) (27418)","$1,526"
27420,"Reconstruction of dislocating patella; (eg, hauser type procedure) (27420)","$1,512"
27422,"Reconstruction of dislocating patella; with extensor realignment and/or muscle advancement or release (eg, campbell, goldwaite type procedure) (27422)","$1,510"
27424,Reconstruction of dislocating patella; with patellectomy (27424),"$1,512"
27425,"Lateral retinacular release, open (27425)",$707
27427,"Lateral retinacular release, open (27425)","$1,504"
27428,"Ligamentous reconstruction (augmentation), knee; intra-articular (open) (27428)","$1,853"
27429,"Ligamentous reconstruction (augmentation), knee; intra-articular (open) and extra-articular (27429)","$1,881"
27430,"Quadricepsplasty (eg, bennett or thompson type) (27430)","$1,510"
27435,"Capsulotomy, posterior capsular release, knee (27435)",$776
27437,"Arthroplasty, patella; without prosthesis (27437)","$1,495"
27438,"Arthroplasty, patella; with prosthesis (27438)","$1,798"
27440,"Arthroplasty, knee, tibial plateau; (27440)","$1,790"
27441,"Arthroplasty, knee, tibial plateau; with debridement and partial synovectomy (27441)","$1,795"
27442,"Arthroplasty, femoral condyles or tibial plateau(s), knee; (27442)","$1,804"
27443,"Arthroplasty, femoral condyles or tibial plateau(s), knee; with debridement and partial synovectomy (27443)","$1,794"
27446,"Arthroplasty, knee, condyle and plateau; medial or lateral compartment (27446)","$1,858"
27447,"Arthroplasty, knee, condyle and plateau; medial and lateral compartments with or without patella resurfacing (total knee arthroplasty) (27447)","$1,884"
27475,"Arrest, epiphyseal, any method (eg, epiphysiodesis); distal femur (27475)","$1,495"
27479,"Arrest, epiphyseal, any method (eg, epiphysiodesis); combined distal femur, proximal tibia and fibula (27479)","$1,545"
27496,"Decompression fasciotomy, thigh and/or knee, 1 compartment (flexor or extensor or adductor); (27496)",$726
27497,"Decompression fasciotomy, thigh and/or knee, 1 compartment (flexor or extensor or adductor); with debridement of nonviable muscle and/or nerve (27497)",$732
27498,"Decompression fasciotomy, thigh and/or knee, multiple compartments; (27498)",$437
27499,"Decompression fasciotomy, thigh and/or knee, 1 compartment (flexor or extensor or adductor); (27496)
Decompression fasciotomy, thigh and/or knee, 1 compartment (flexor or extensor or adductor); with debridement of nonviable muscle and/or nerve (27497)
Decompression fasciotomy, thigh and/or knee, multiple compartments; (27498)
Decompression fasciotomy, thigh and/or knee, multiple compartments; with debridement of nonviable muscle and/or nerve (27499)","$1,503"
27500,"Closed treatment of femoral shaft fracture, without manipulation (27500)",$140
27501,"Closed treatment of supracondylar or transcondylar femoral fracture with or without intercondylar extension, without manipulation (27501)",$143
27502,"Closed treatment of femoral shaft fracture, with manipulation, with or without skin or skeletal traction (27502)",$455
27503,"Closed treatment of supracondylar or transcondylar femoral fracture with or without intercondylar extension, with manipulation, with or without skin or skeletal traction (27503)",$464
27508,"Closed treatment of femoral fracture, distal end, medial or lateral condyle, without manipulation (27508)",$144
27509,"Percutaneous skeletal fixation of femoral fracture, distal end, medial or lateral condyle, or supracondylar or transcondylar, with or without intercondylar extension, or distal femoral epiphyseal separation (27509)","$1,497"
27510,"Closed treatment of femoral fracture, distal end, medial or lateral condyle, with manipulation (27510)",$441
27516,Closed treatment of distal femoral epiphyseal separation; without manipulation (27516),$142
27517,"Closed treatment of distal femoral epiphyseal separation; with manipulation, with or without skin or skeletal traction (27517)",$443
27520,"Closed treatment of patellar fracture, without manipulation (27520)",$105
27524,"Open treatment of patellar fracture, with internal fixation and/or partial or complete patellectomy and soft tissue repair (27524)","$1,512"
27530,"Closed treatment of tibial fracture, proximal (plateau); without manipulation (27530)",$103
27532,"Closed treatment of tibial fracture, proximal (plateau); with or without manipulation, with skeletal traction (27532)",$732
27538,"Closed treatment of intercondylar spine(s) and/or tuberosity fracture(s) of knee, with or without manipulation (27538)",$135
27550,Closed treatment of knee dislocation; without anesthesia (27550),$139
27552,Closed treatment of knee dislocation; requiring anesthesia (27552),$null
27560,Closed treatment of patellar dislocation; without anesthesia (27560),$113
27562,Closed treatment of patellar dislocation; requiring anesthesia (27562),$142
27566,"Open treatment of patellar dislocation, with or without partial or total patellectomy (27566)","$1,540"
27570,Manipulation of knee joint under general anesthesia (includes application of traction or other fixation devices) (27570),$336
27594,"Amputation, thigh, through femur, any level; secondary closure or scar revision (27594)",$715
27600,"Decompression fasciotomy, leg; anterior and/or lateral compartments only (27600)",$694
27601,"Tenotomy, percutaneous, achilles tendon (separate procedure); general anesthesia (27606)
Incision and drainage, leg or ankle; deep abscess or hematoma (27603)
Tenotomy, percutaneous, achilles tendon (separate procedure); local anesthesia (27605)
Decompression fasciotomy, leg; posterior compartment(s) only (27601)
Decompression fasciotomy, leg; anterior and/or lateral compartments only (27600)
Incision (eg, osteomyelitis or bone abscess), leg or ankle (27607)
Decompression fasciotomy, leg; anterior and/or lateral, and posterior compartment(s) (27602)
Incision and drainage, leg or ankle; infected bursa (27604)",$703
27602,"Decompression fasciotomy, leg; anterior and/or lateral, and posterior compartment(s) (27602)",$709
27603,"Incision and drainage, leg or ankle; deep abscess or hematoma (27603)",$618
27604,"Incision and drainage, leg or ankle; infected bursa (27604)",$680
27605,"Tenotomy, percutaneous, achilles tendon (separate procedure); local anesthesia (27605)",$342
27606,"Tenotomy, percutaneous, achilles tendon (separate procedure); general anesthesia (27606)",$669
27607,"Incision (eg, osteomyelitis or bone abscess), leg or ankle (27607)",$734
27610,"Arthrotomy, ankle, including exploration, drainage, or removal of foreign body (27610)",$744
27612,"Arthrotomy, posterior capsular release, ankle, with or without achilles tendon lengthening (27612)",$729
27613,"Biopsy, soft tissue of leg or ankle area; superficial (27613)",
27614,"Biopsy, soft tissue of leg or ankle area; deep (subfascial or intramuscular) (27614)",$623
27615,"Radical resection of tumor (eg, sarcoma), soft tissue of leg or ankle area; less than 5 cm (27615)",$741
27616,"Radical resection of tumor (eg, sarcoma), soft tissue of leg or ankle area; 5 cm or greater (27616)",$789
27618,"Excision, tumor, soft tissue of leg or ankle area, subcutaneous; less than 3 cm (27618)",$null
27619,"Excision, tumor, soft tissue of leg or ankle area, subfascial (eg, intramuscular); less than 5 cm (27619)",$634
27620,"Arthrotomy, ankle, with joint exploration, with or without biopsy, with or without removal of loose or foreign body (27620)
Arthrotomy, with synovectomy, ankle; including tenosynovectomy (27626)
Arthrotomy, with synovectomy, ankle; (27625)",$705
27625,"Arthrotomy, ankle, with joint exploration, with or without biopsy, with or without removal of loose or foreign body (27620)",$729
27626,"Arthrotomy, with synovectomy, ankle; including tenosynovectomy (27626)",$739
27630,"Excision or curettage of bone cyst or benign tumor, tibia or fibula; (27635)
Excision of lesion of tendon sheath or capsule (eg, cyst or ganglion), leg and/or ankle (27630)
Excision, tumor, soft tissue of leg or ankle area, subcutaneous; 3 cm or greater (27632)
Excision, tumor, soft tissue of leg or ankle area, subfascial (eg, intramuscular); 5 cm or greater (27634)
Excision or curettage of bone cyst or benign tumor, tibia or fibula; with autograft (includes obtaining graft) (27637)
Excision or curettage of bone cyst or benign tumor, tibia or fibula; with allograft (27638)",$687
27632,"Excision of lesion of tendon sheath or capsule (eg, cyst or ganglion), leg and/or ankle (27630)",$622
27634,"Excision, tumor, soft tissue of leg or ankle area, subfascial (eg, intramuscular); 5 cm or greater (27634)",$674
27635,"Excision or curettage of bone cyst or benign tumor, tibia or fibula; (27635)",$null
27637,"Excision or curettage of bone cyst or benign tumor, tibia or fibula; with autograft (includes obtaining graft) (27637)","$1,511"
27638,"Excision or curettage of bone cyst or benign tumor, tibia or fibula; with allograft (27638)","$1,510"
27640,"Partial excision (craterization, saucerization, or diaphysectomy), bone (eg, osteomyelitis); tibia (27640)",$780
27641,"Partial excision (craterization, saucerization, or diaphysectomy), bone (eg, osteomyelitis); fibula (27641)",$745
27647,Radical resection of tumor; talus or calcaneus (27647),$811
27650,"Repair, primary, open or percutaneous, ruptured achilles tendon; (27650)","$1,493"
27652,"Repair, primary, open or percutaneous, ruptured achilles tendon; with graft (includes obtaining graft) (27652)","$1,496"
27654,"Repair, secondary, achilles tendon, with or without graft (27654)","$1,505"
27656,"Repair, fascial defect of leg (27656)",$683
27658,"Repair, flexor tendon, leg; primary, without graft, each tendon (27658)",$689
27659,"Repair, flexor tendon, leg; secondary, with or without graft, each tendon (27659)","$1,456"
27664,"Repair, extensor tendon, leg; secondary, with or without graft, each tendon (27665)
Repair, extensor tendon, leg; primary, without graft, each tendon (27664)","$1,435"
27665,"Repair, extensor tendon, leg; secondary, with or without graft, each tendon (27665)","$1,447"
27675,"Repair, dislocating peroneal tendons; without fibular osteotomy (27675)",$714
27676,"Repair, dislocating peroneal tendons; with fibular osteotomy (27676)","$1,484"
27680,"Tenolysis, flexor or extensor tendon, leg and/or ankle; single, each tendon (27680)",$699
27681,"Tenolysis, flexor or extensor tendon, leg and/or ankle; multiple tendons (through separate incision[s]) (27681)",$717
27685,"Lengthening or shortening of tendon, leg or ankle; single tendon (separate procedure) (27685)",$708
27686,"Lengthening or shortening of tendon, leg or ankle; multiple tendons (through same incision), each (27686)",$721
27687,"Gastrocnemius recession (eg, strayer procedure) (27687)",$706
27690,"Transfer or transplant of single tendon (with muscle redirection or rerouting); superficial (eg, anterior tibial extensors into midfoot) (27690)","$1,489"
27691,"Transfer or transplant of single tendon (with muscle redirection or rerouting); deep (eg, anterior tibial or posterior tibial through interosseous space, flexor digitorum longus, flexor hallucis longus, or peroneal tendon to midfoot or hindfoot) (27691)","$1,510"
27695,"Repair, primary, disrupted ligament, ankle; collateral (27695)","$1,459"
27696,"Repair, primary, disrupted ligament, ankle; both collateral ligaments (27696)","$1,471"
27698,"Repair, secondary, disrupted ligament, ankle, collateral (eg, watson-jones procedure) (27698)","$1,489"
27700,"Arthroplasty, ankle; (27700)","$1,504"
27702,"Arthroplasty, ankle; with implant (total ankle) (27702)","$1,822"
27704,Removal of ankle implant (27704),$728
27705,Osteotomy; tibia (27705),"$1,511"
27707,Osteotomy; fibula (27707),$697
27709,Osteotomy; tibia and fibula (27709),"$1,858"
27720,"Repair of nonunion or malunion, tibia; without graft, (eg, compression technique) (27720)","$1,536"
27726,Repair of fibula nonunion and/or malunion with internal fixation (27726),$null
27730,"Arrest, epiphyseal (epiphysiodesis), open; distal tibia (27730)",$733
27732,"Arrest, epiphyseal (epiphysiodesis), open; distal fibula (27732)",$707
27734,"Arrest, epiphyseal (epiphysiodesis), open; distal tibia and fibula (27734)",$747
27740,"Arrest, epiphyseal (epiphysiodesis), any method, combined, proximal and distal tibia and fibula; (27740)",$757
27742,"Arrest, epiphyseal (epiphysiodesis), any method, combined, proximal and distal tibia and fibula; and distal femur (27742)",$770
27745,"Prophylactic treatment (nailing, pinning, plating or wiring) with or without methylmethacrylate, tibia (27745)","$1,511"
27750,Closed treatment of tibial shaft fracture (with or without fibular fracture); without manipulation (27750),$110
27752,"Closed treatment of tibial shaft fracture (with or without fibular fracture); with manipulation, with or without skeletal traction (27752)",$404
27756,"Percutaneous skeletal fixation of tibial shaft fracture (with or without fibular fracture) (eg, pins or screws) (27756)","$1,478"
27758,"Open treatment of tibial shaft fracture (with or without fibular fracture), with plate/screws, with or without cerclage (27758)","$1,809"
27759,"Treatment of tibial shaft fracture (with or without fibular fracture) by intramedullary implant, with or without interlocking screws and/or cerclage (27759)","$1,829"
27760,Closed treatment of medial malleolus fracture; without manipulation (27760),$106
27762,"Closed treatment of medial malleolus fracture; with manipulation, with or without skin or skeletal traction (27762)",$395
27766,"Open treatment of medial malleolus fracture, includes internal fixation, when performed (27766)","$1,483"
27767,Closed treatment of posterior malleolus fracture; without manipulation (27767),$103
27768,Closed treatment of posterior malleolus fracture; with manipulation (27768),$396
27769,"Open treatment of posterior malleolus fracture, includes internal fixation, when performed (27769)","$1,507"
27780,Closed treatment of proximal fibula or shaft fracture; without manipulation (27780),$102
27781,Closed treatment of proximal fibula or shaft fracture; with manipulation (27781),$388
27784,"Open treatment of proximal fibula or shaft fracture, includes internal fixation, when performed (27784)","$1,505"
27786,Closed treatment of distal fibular fracture (lateral malleolus); without manipulation (27786),$null
27788,Closed treatment of distal fibular fracture (lateral malleolus); with manipulation (27788),$122
27792,"Open treatment of distal fibular fracture (lateral malleolus), includes internal fixation, when performed (27792)","$1,491"
27808,"Closed treatment of bimalleolar ankle fracture (eg, lateral and medial malleoli, or lateral and posterior malleoli or medial and posterior malleoli); without manipulation (27808)",$106
27810,"Closed treatment of bimalleolar ankle fracture (eg, lateral and medial malleoli, or lateral and posterior malleoli or medial and posterior malleoli); with manipulation (27810)",$392
27814,"Open treatment of bimalleolar ankle fracture (eg, lateral and medial malleoli, or lateral and posterior malleoli, or medial and posterior malleoli), includes internal fixation, when performed (27814)","$1,514"
27816,Closed treatment of trimalleolar ankle fracture; without manipulation (27816),$104
27818,Closed treatment of trimalleolar ankle fracture; with manipulation (27818),$395
27822,"Open treatment of trimalleolar ankle fracture, includes internal fixation, when performed, medial and/or lateral malleolus; without fixation of posterior lip (27822)","$1,536"
27823,"Open treatment of trimalleolar ankle fracture, includes internal fixation, when performed, medial and/or lateral malleolus; with fixation of posterior lip (27823)","$1,558"
27824,"Closed treatment of fracture of weight bearing articular portion of distal tibia (eg, pilon or tibial plafond), with or without anesthesia; without manipulation (27824)",$106
27825,"Closed treatment of fracture of weight bearing articular portion of distal tibia (eg, pilon or tibial plafond), with or without anesthesia; with skeletal traction and/or requiring manipulation (27825)",$405
27826,"Open treatment of fracture of weight bearing articular surface/portion of distal tibia (eg, pilon or tibial plafond), with internal fixation, when performed; of fibula only (27826)","$1,532"
27827,"Open treatment of fracture of weight bearing articular surface/portion of distal tibia (eg, pilon or tibial plafond), with internal fixation, when performed; of tibia only (27827)","$1,853"
27828,"Open treatment of fracture of weight bearing articular surface/portion of distal tibia (eg, pilon or tibial plafond), with internal fixation, when performed; of both tibia and fibula (27828)","$1,894"
27829,"Open treatment of distal tibiofibular joint (syndesmosis) disruption, includes internal fixation, when performed (27829)","$1,503"
27830,Closed treatment of proximal tibiofibular joint dislocation; without anesthesia (27830),$117
27831,Closed treatment of proximal tibiofibular joint dislocation; requiring anesthesia (27831),$698
27832,"Open treatment of proximal tibiofibular joint dislocation, includes internal fixation, when performed, or with excision of proximal fibula (27832)","$1,514"
27840,Closed treatment of ankle dislocation; without anesthesia (27840),$122
27842,"Closed treatment of ankle dislocation; requiring anesthesia, with or without percutaneous skeletal fixation (27842)",$404
27846,"Open treatment of ankle dislocation, with or without percutaneous skeletal fixation; without repair or internal fixation (27846)","$1,507"
27848,"Open treatment of ankle dislocation, with or without percutaneous skeletal fixation; with repair or internal or external fixation (27848)","$1,519"
27860,Manipulation of ankle under general anesthesia (includes application of traction or other fixation apparatus) (27860),$648
27870,"Arthrodesis, ankle, open (27870)","$1,831"
27871,"Arthrodesis, tibiofibular joint, proximal or distal (27871)","$1,769"
27884,"Amputation, leg, through tibia and fibula; secondary closure or scar revision (27884)",$729
27889,Ankle disarticulation (27889),"$1,488"
27892,"Decompression fasciotomy, leg; anterior and/or lateral compartments only, with debridement of nonviable muscle and/or nerve (27892)",$722
27893,"Decompression fasciotomy, leg; posterior compartment(s) only, with debridement of nonviable muscle and/or nerve (27893)","$1,485"
27894,"Decompression fasciotomy, leg; anterior and/or lateral, and posterior compartment(s), with debridement of nonviable muscle and/or nerve (27894)",$776
28001,"Incision and drainage, bursa, foot (28001)",
28002,"Incision and drainage below fascia, with or without tendon sheath involvement, foot; single bursal space (28002)",$null
28003,"Incision and drainage below fascia, with or without tendon sheath involvement, foot; multiple areas (28003)",$666
28005,"Incision, bone cortex (eg, osteomyelitis or bone abscess), foot (28005)",$728
28008,"Fasciotomy, foot and/or toe (28008)",$674
28010,"Tenotomy, percutaneous, toe; single tendon (28010)
Tenotomy, percutaneous, toe; multiple tendons (28011)",
28011,"Tenotomy, percutaneous, toe; multiple tendons (28011)",$null
28020,"Arthrotomy, including exploration, drainage, or removal of loose or foreign body; intertarsal or tarsometatarsal joint (28020)",$688
28022,"Arthrotomy, including exploration, drainage, or removal of loose or foreign body; metatarsophalangeal joint (28022)",$681
28024,"Arthrotomy, including exploration, drainage, or removal of loose or foreign body; interphalangeal joint (28024)",$null
28035,"Release, tarsal tunnel (posterior tibial nerve decompression) (28035)",$438
28039,"Excision, tumor, soft tissue of foot or toe, subcutaneous; 1.5 cm or greater (28039)",$607
28041,"Excision, tumor, soft tissue of foot or toe, subfascial (eg, intramuscular); 1.5 cm or greater (28041)",$630
28043,"Excision, tumor, soft tissue of foot or toe, subcutaneous; less than 1.5 cm (28043)",$359
28045,"Excision, tumor, soft tissue of foot or toe, subfascial (eg, intramuscular); less than 1.5 cm (28045)",$609
28046,"Radical resection of tumor (eg, sarcoma), soft tissue of foot or toe; less than 3 cm (28046)",$678
28047,"Radical resection of tumor (eg, sarcoma), soft tissue of foot or toe; 3 cm or greater (28047)",$744
28050,Arthrotomy with biopsy; intertarsal or tarsometatarsal joint (28050),$671
28052,Arthrotomy with biopsy; metatarsophalangeal joint (28052),$null
28054,"Neurectomy, intrinsic musculature of foot (28055)
Arthrotomy with biopsy; metatarsophalangeal joint (28052)
Arthrotomy with biopsy; intertarsal or tarsometatarsal joint (28050)
Arthrotomy with biopsy; interphalangeal joint (28054)",$662
28055,"Neurectomy, intrinsic musculature of foot (28055)",$444
28060,"Fasciectomy, plantar fascia; partial (separate procedure) (28060)",$687
28062,"Fasciectomy, plantar fascia; radical (separate procedure) (28062)",$696
28070,"Synovectomy; intertarsal or tarsometatarsal joint, each (28070)","$1,430"
28072,"Synovectomy; metatarsophalangeal joint, each (28072)",$680
28080,"Excision, interdigital (morton) neuroma, single, each (28080)",$381
28086,"Synovectomy, tendon sheath, foot; flexor (28086)",$685
28088,"Synovectomy, tendon sheath, foot; extensor (28088)",$674
28090,"Excision of lesion, tendon, tendon sheath, or capsule (including synovectomy) (eg, cyst or ganglion); foot (28090)",$367
28092,"Excision of lesion, tendon, tendon sheath, or capsule (including synovectomy) (eg, cyst or ganglion); toe(s), each (28092)",$360
28100,"Excision or curettage of bone cyst or benign tumor, talus or calcaneus; (28100)",$698
28102,"Excision or curettage of bone cyst or benign tumor, talus or calcaneus; with iliac or other autograft (includes obtaining graft) (28102)","$1,485"
28103,"Excision or curettage of bone cyst or benign tumor, talus or calcaneus; with allograft (28103)","$1,439"
28104,"Excision or curettage of bone cyst or benign tumor, tarsal or metatarsal, except talus or calcaneus; (28104)",$686
28106,"Excision or curettage of bone cyst or benign tumor, tarsal or metatarsal, except talus or calcaneus; with iliac or other autograft (includes obtaining graft) (28106)","$1,447"
28107,"Excision or curettage of bone cyst or benign tumor, tarsal or metatarsal, except talus or calcaneus; with allograft (28107)","$1,431"
28108,"Excision or curettage of bone cyst or benign tumor, phalanges of foot (28108)",$363
28110,"Ostectomy, partial excision, fifth metatarsal head (bunionette) (separate procedure) (28110)",$674
28111,"Ostectomy, complete excision; first metatarsal head (28111)",$679
28112,"Ostectomy, complete excision; other metatarsal head (second, third or fourth) (28112)",$678
28113,"Ostectomy, complete excision; fifth metatarsal head (28113)",$700
28114,No Information Found,$781
28116,"Ostectomy, excision of tarsal coalition (28116)",$731
28118,"Ostectomy, calcaneus; (28118)",$699
28119,"Ostectomy, calcaneus; for spur, with or without plantar fascial release (28119)",$688
28120,"Partial excision (craterization, saucerization, sequestrectomy, or diaphysectomy) bone (eg, osteomyelitis or bossing); talus or calcaneus (28120)",$714
28122,"Partial excision (craterization, saucerization, sequestrectomy, or diaphysectomy) bone (eg, osteomyelitis or bossing); tarsal or metatarsal bone, except talus or calcaneus (28122)",$703
28124,"Partial excision (craterization, saucerization, sequestrectomy, or diaphysectomy) bone (eg, osteomyelitis or bossing); phalanx of toe (28124)",
28126,"Resection, partial or complete, phalangeal base, each toe (28126)",$665
28130,Talectomy (astragalectomy) (28130),"$1,485"
28140,Metatarsectomy (28140),$700
28150,"Phalangectomy, toe, each toe (28150)",$671
28153,"Resection, condyle(s), distal end of phalanx, each toe (28153)",$668
28160,"Hemiphalangectomy or interphalangeal joint excision, toe, proximal end of phalanx, each (28160)",$669
28171,Radical resection of tumor; tarsal (except talus or calcaneus) (28171),$834
28173,Radical resection of tumor; metatarsal (28173),$758
28175,Radical resection of tumor; phalanx of toe (28175),$398
28190,"Removal of foreign body, foot; subcutaneous (28190)",$160
28192,"Removal of foreign body, foot; deep (28192)",$369
28193,"Removal of foreign body, foot; complicated (28193)",$380
28200,"Repair, tendon, flexor, foot; primary or secondary, without free graft, each tendon (28200)",$680
28202,"Repair, tendon, flexor, foot; secondary with free graft, each tendon (includes obtaining graft) (28202)","$1,447"
28208,"Repair, tendon, flexor, foot; primary or secondary, without free graft, each tendon (28200)
Repair, tendon, extensor, foot; primary or secondary, each tendon (28208)
Repair, tendon, flexor, foot; secondary with free graft, each tendon (includes obtaining graft) (28202)
Tonsillectomy and adenoidectomy; younger than age 12 (42820)",$679
28210,"Repair, tendon, extensor, foot; secondary with free graft, each tendon (includes obtaining graft) (28210)","$1,447"
28220,"Tenolysis, flexor, foot; single tendon (28220)",
28222,"Tenolysis, flexor, foot; multiple tendons (28222)",$689
28225,"Tenolysis, extensor, foot; single tendon (28225)",$668
28226,"Tenolysis, extensor, foot; multiple tendons (28226)",$696
28230,"Tenotomy, open, tendon flexor; foot, single or multiple tendon(s) (separate procedure) (28230)",
28232,"Tenotomy, open, tendon flexor; toe, single tendon (separate procedure) (28232)",
28234,"Tenotomy, open, extensor, foot or toe, each tendon (28234)",$359
28238,"Reconstruction (advancement), posterior tibial tendon with excision of accessory tarsal navicular bone (eg, kidner type procedure) (28238)","$1,459"
28240,"Tenotomy, lengthening, or release, abductor hallucis muscle (28240)",$674
28250,"Division of plantar fascia and muscle (eg, steindler stripping) (separate procedure) (28250)",$697
28260,"Capsulotomy, midfoot; medial release only (separate procedure) (28260)",$723
28261,"Capsulotomy, midfoot; with tendon lengthening (28261)",$472
28262,"Capsulotomy, midfoot; extensive, including posterior talotibial capsulotomy and tendon(s) lengthening (eg, resistant clubfoot deformity) (28262)","$1,581"
28264,"Capsulotomy, midtarsal (eg, heyman type procedure) (28264)",$438
28270,"Capsulotomy; metatarsophalangeal joint, with or without tenorrhaphy, each joint (separate procedure) (28270)",$682
28272,"Capsulotomy; interphalangeal joint, each joint (separate procedure) (28272)",
28280,"Syndactylization, toes (eg, webbing or kelikian type procedure) (28280)",$684
28285,No Information Found,$692
28286,"Correction, cock-up fifth toe, with plastic skin closure (eg, ruiz-mora type procedure) (28286)",$675
28288,"Ostectomy, partial, exostectomy or condylectomy, metatarsal head, each metatarsal head (28288)",$702
28289,"Hallux rigidus correction with cheilectomy, debridement and capsular release of the first metatarsophalangeal joint; without implant (28289)",$707
28291,"Hallux rigidus correction with cheilectomy, debridement and capsular release of the first metatarsophalangeal joint; with implant (28291)",$null
28292,"Correction, hallux valgus with bunionectomy, with sesamoidectomy when performed; with resection of proximal phalanx base, when performed, any method (28292)",$712
28295,"Correction, hallux valgus with bunionectomy, with sesamoidectomy when performed; with proximal metatarsal osteotomy, any method (28295)",$735
28296,"Correction, hallux valgus with bunionectomy, with sesamoidectomy when performed; with distal metatarsal osteotomy, any method (28296)",$717
28297,"Correction, hallux valgus with bunionectomy, with sesamoidectomy when performed; with first metatarsal and medial cuneiform joint arthrodesis, any method (28297)","$1,482"
28298,"Correction, hallux valgus with bunionectomy, with sesamoidectomy when performed; with proximal phalanx osteotomy, any method (28298)","$1,463"
28299,"Correction, hallux valgus with bunionectomy, with sesamoidectomy when performed; with double osteotomy, any method (28299)","$1,480"
28300,"Osteotomy; calcaneus (eg, dwyer or chambers type procedure), with or without internal fixation (28300)","$1,492"
28302,Osteotomy; talus (28302),"$1,505"
28304,"Osteotomy, tarsal bones, other than calcaneus or talus; (28304)","$1,484"
28305,"Osteotomy, tarsal bones, other than calcaneus or talus; with autograft (includes obtaining graft) (eg, fowler type) (28305)","$1,496"
28306,"Osteotomy, with or without lengthening, shortening or angular correction, metatarsal; first metatarsal (28306)","$1,443"
28307,"Osteotomy, with or without lengthening, shortening or angular correction, metatarsal; first metatarsal with autograft (other than first toe) (28307)","$1,466"
28308,"Osteotomy, with or without lengthening, shortening or angular correction, metatarsal; other than first metatarsal, each (28308)",$693
28309,"Osteotomy, with or without lengthening, shortening or angular correction, metatarsal; multiple (eg, swanson type cavus foot procedure) (28309)","$1,542"
28310,"Osteotomy, shortening, angular or rotational correction; proximal phalanx, first toe (separate procedure) (28310)","$1,435"
28312,"Osteotomy, shortening, angular or rotational correction; other phalanges, any toe (28312)",$null
28313,"Reconstruction, angular deformity of toe, soft tissue procedures only (eg, overlapping second toe, fifth toe, curly toes) (28313)",$687
28315,"Sesamoidectomy, first toe (separate procedure) (28315)",$680
28320,"Repair, nonunion or malunion; tarsal bones (28320)","$1,754"
28322,"Repair, nonunion or malunion; metatarsal, with or without bone graft (includes obtaining graft) (28322)","$1,477"
28340,"Reconstruction, toe, macrodactyly; soft tissue resection (28340)",$696
28341,"Reconstruction, toe, macrodactyly; requiring bone resection (28341)",$711
28344,"Reconstruction, toe(s); polydactyly (28344)",$671
28345,"Reconstruction, toe(s); syndactyly, with or without skin graft(s), each web (28345)",$377
28400,Closed treatment of calcaneal fracture; without manipulation (28400),$90
28405,Closed treatment of calcaneal fracture; with manipulation (28405),$126
28406,"Percutaneous skeletal fixation of calcaneal fracture, with manipulation (28406)","$1,481"
28415,"Open treatment of calcaneal fracture, includes internal fixation, when performed; (28415)","$1,584"
28420,"Open treatment of calcaneal fracture, includes internal fixation, when performed; with primary iliac or other autogenous bone graft (includes obtaining graft) (28420)","$1,888"
28430,Closed treatment of talus fracture; without manipulation (28430),$86
28435,Closed treatment of talus fracture; with manipulation (28435),$372
28436,"Percutaneous skeletal fixation of talus fracture, with manipulation (28436)","$1,462"
